"spkid","pha","H","e","a","q","i","moid","class","om","ad","per_y","epoch"
20038086,N,17.36,0.5663,1.42,0.616,23.67,0.386,APO,165.32,2.22,1.69,2460200.5
20038091,N,16.30,0.4013,2.169,1.299,9.33,0.307,AMO,64.82,3.04,3.19,2460200.5
20038239,N,18.26,0.5756,2.037,0.865,9.44,0.0554,APO,199.94,3.21,2.91,2460200.5
20039565,N,18.46,0.3342,1.642,1.093,8.60,0.0925,AMO,0.96,2.19,2.1,2460200.5
20039572,Y,16.56,0.4922,2.037,1.035,10.02,0.0288,AMO,313.53,3.04,2.91,2460200.5
20039796,N,15.84,0.4678,2.251,1.198,12.92,0.19,AMO,158.95,3.30,3.38,2460200.5
20040263,N,17.79,0.1611,1.495,1.254,25.84,0.257,AMO,172.81,1.74,1.83,2460200.5
20040267,N,15.57,0.8085,1.339,0.256,34.49,0.156,APO,148.22,2.42,1.55,2460200.5
20040329,N,17.79,0.4545,2.266,1.236,2.52,0.228,AMO,210.91,3.30,3.41,2460200.5
20041429,Y,20.66,0.5553,1.593,0.708,2.17,0.011,APO,351.91,2.48,2.01,2460200.5
20041440,N,19.88,0.2115,1.575,1.242,15.11,0.236,AMO,64.04,1.91,1.98,2460200.5
20042286,N,16.67,0.3917,1.42,0.864,24.08,0.111,APO,55.82,1.98,1.69,2460200.5
20048603,N,17.81,0.4300,1.918,1.093,5.03,0.136,AMO,328.23,2.74,2.66,2460200.5
20052340,N,18.10,0.5474,2.212,1.001,8.08,0.0996,APO,5.26,3.42,3.29,2460200.5
20052381,N,20.07,0.1440,1.278,1.094,7.73,0.168,AMO,183.26,1.46,1.45,2460200.5
20052387,N,17.77,0.1896,1.282,1.039,24.15,0.0596,AMO,297.57,1.53,1.45,2460200.5
20052689,N,19.17,0.2923,1.562,1.105,10.98,0.211,AMO,4.68,2.02,1.95,2460200.5
20052750,N,16.68,0.5247,1.427,0.678,11.17,0.163,APO,141.32,2.18,1.7,2460200.5
20052760,Y,17.51,0.6235,2.409,0.907,2.43,0.0167,APO,338.70,3.91,3.74,2460200.5
20052761,N,17.99,0.2242,1.555,1.206,19.48,0.193,AMO,258.98,1.90,1.94,2460200.5
20052762,N,14.92,0.6529,2.417,0.839,33.86,0.137,APO,308.96,3.99,3.76,2460200.5
20052768,Y,16.04,0.5755,2.38,1.010,5.88,0.00675,APO,26.94,3.75,3.67,2460200.5
20053110,N,16.73,0.2146,1.644,1.292,40.62,0.409,AMO,85.42,2.00,2.11,2460200.5
20053319,Y,15.36,0.6415,2.723,0.976,13.84,0.0255,APO,133.62,4.47,4.49,2460200.5
20053409,N,18.73,0.6282,2.101,0.781,10.88,0.0874,APO,206.69,3.42,3.05,2460200.5
20053426,Y,17.23,0.5383,1.923,0.888,22.77,0.0252,APO,239.07,2.96,2.67,2460200.5
20053429,Y,18.94,0.6403,2.023,0.727,26.79,0.0493,APO,199.20,3.32,2.88,2460200.5
20053430,N,16.68,0.4035,2.099,1.252,60.41,0.29,AMO,241.92,2.95,3.04,2460200.5
20053435,N,14.74,0.4833,2.311,1.194,15.35,0.204,AMO,51.35,3.43,3.51,2460200.5
20053550,Y,19.16,0.4197,1.495,0.868,7.18,0.0461,APO,313.20,2.12,1.83,2460200.5
20053789,Y,17.41,0.2693,1.371,1.002,40.79,0.0479,APO,190.02,1.74,1.6,2460200.5
20054071,N,17.43,0.1974,1.329,1.067,23.44,0.124,AMO,36.34,1.59,1.53,2460200.5
20054401,N,17.23,0.2624,1.711,1.262,18.95,0.354,AMO,240.84,2.16,2.24,2460200.5
20054509,N,22.66,0.2301,1.006,0.774,1.60,0.000398,APO,278.20,1.24,1.01,2460200.5
20054660,N,17.93,0.2807,1.477,1.062,46.69,0.0869,AMO,223.71,1.89,1.79,2460200.5
20054686,N,16.63,0.3419,1.777,1.169,33.21,0.433,AMO,161.70,2.38,2.37,2460200.5
20054690,N,17.52,0.2563,1.63,1.212,35.36,0.412,AMO,33.51,2.05,2.08,2460200.5
20054789,N,15.11,0.2873,1.776,1.266,24.46,0.291,AMO,130.07,2.29,2.37,2460200.5
20055408,N,18.82,0.2245,1.1,0.853,30.39,0.147,APO,193.83,1.35,1.15,2460200.5
20055532,N,16.14,0.6958,1.794,0.546,38.55,0.338,APO,81.41,3.04,2.4,2460200.5
20065674,N,18.28,0.3441,1.664,1.092,10.95,0.132,AMO,0.87,2.24,2.15,2460200.5
20065679,Y,19.62,0.2646,0.9149,0.673,1.30,0.014,ATE,178.09,1.16,0.875,2460200.5
20065690,Y,19.06,0.3633,1.428,0.909,11.14,0.0379,APO,180.12,1.95,1.71,2460200.5
20065706,N,16.57,0.5558,2.397,1.065,9.64,0.0616,AMO,349.19,3.73,3.71,2460200.5
20065717,Y,20.87,0.2810,1.395,1.003,2.81,0.0469,APO,174.76,1.79,1.65,2460200.5
20065733,N,18.43,0.4742,1.154,0.607,4.15,0.0659,APO,336.92,1.70,1.24,2460200.5
20065803,Y,18.11,0.3833,1.643,1.013,3.41,0.0395,APO,72.99,2.27,2.11,2460200.5
20065909,Y,19.30,0.5398,1.091,0.502,3.56,0.0129,APO,108.60,1.68,1.14,2460200.5
20065996,N,18.52,0.6043,2.937,1.162,9.55,0.203,AMO,265.24,4.71,5.03,2460200.5
20066008,N,15.99,0.3628,1.426,0.909,61.01,0.0782,APO,168.93,1.94,1.7,2460200.5
20066063,N,18.15,0.7200,0.991,0.278,22.69,0.0923,ATE,351.85,1.70,0.987,2460200.5
20066146,N,14.43,0.4838,0.7876,0.407,5.41,0.0735,ATE,101.99,1.17,0.699,2460200.5
20066251,N,17.04,0.1980,1.536,1.231,11.28,0.248,AMO,196.20,1.84,1.9,2460200.5
20066253,N,18.40,0.8379,1.334,0.216,19.50,0.194,APO,157.36,2.45,1.54,2460200.5
20066272,N,17.24,0.1433,1.508,1.291,51.31,0.409,AMO,66.38,1.72,1.85,2460200.5
20066391,Y,16.64,0.6884,0.6424,0.200,38.88,0.0125,ATE,244.90,1.08,0.515,2460200.5
20066400,N,19.29,0.5725,0.8554,0.366,9.06,0.059,ATE,79.80,1.35,0.791,2460200.5
20066407,N,19.02,0.1201,1.198,1.055,21.77,0.0947,AMO,94.99,1.34,1.31,2460200.5
20066959,N,16.94,0.5657,2.539,1.102,20.62,0.275,AMO,81.89,3.97,4.04,2460200.5
20067367,Y,17.13,0.2127,1.309,1.030,9.02,0.0457,AMO,264.51,1.59,1.5,2460200.5
20067381,Y,19.81,0.5431,1.321,0.603,10.67,0.018,APO,294.89,2.04,1.52,2460200.5
20067399,N,18.40,0.3463,1.301,0.851,14.69,0.0527,APO,332.86,1.75,1.48,2460200.5
20068031,N,18.14,0.1285,1.376,1.200,15.17,0.228,AMO,123.63,1.55,1.61,2460200.5
20068063,N,15.57,0.4578,2.334,1.265,5.72,0.274,AMO,308.84,3.40,3.57,2460200.5
20068216,Y,16.63,0.3266,1.32,0.889,17.99,0.0243,APO,18.14,1.75,1.52,2460200.5
20068267,N,17.04,0.4273,1.51,0.865,38.83,0.0588,APO,8.01,2.15,1.86,2460200.5
20068278,N,18.50,0.1143,1.436,1.272,2.62,0.264,AMO,99.07,1.60,1.72,2460200.5
20068346,Y,16.93,0.4166,1.507,0.879,16.70,0.039,APO,219.37,2.14,1.85,2460200.5
20068347,Y,19.92,0.3801,0.9621,0.596,17.12,0.0148,ATE,245.86,1.33,0.944,2460200.5
20068348,N,14.26,0.8410,2.155,0.343,25.36,0.386,APO,236.22,3.97,3.16,2460200.5
20068350,N,16.18,0.2474,1.67,1.257,29.57,0.301,AMO,128.85,2.08,2.16,2460200.5
20068359,N,18.09,0.1743,1.517,1.253,9.86,0.278,AMO,99.20,1.78,1.87,2460200.5
20068372,Y,18.97,0.4162,1.618,0.945,8.11,0.00533,APO,252.96,2.29,2.06,2460200.5
20068548,Y,16.68,0.4367,1.707,0.962,22.71,0.0253,APO,302.03,2.45,2.23,2460200.5
20068950,Y,16.39,0.3442,1.057,0.693,25.15,0.00529,APO,236.21,1.42,1.09,2460200.5
20069230,Y,17.68,0.6237,1.655,0.623,6.07,0.00474,APO,34.06,2.69,2.13,2460200.5
20085182,Y,17.14,0.7777,2.221,0.494,3.12,0.016,APO,339.42,3.95,3.31,2460200.5
20085184,N,18.41,0.1846,1.374,1.120,33.88,0.145,AMO,226.38,1.63,1.61,2460200.5
20085236,Y,18.75,0.3111,1.234,0.850,12.81,0.000335,APO,54.36,1.62,1.37,2460200.5
20085275,N,16.52,0.4422,1.891,1.055,17.71,0.0638,AMO,141.14,2.73,2.6,2460200.5
20085490,N,14.82,0.6606,3.763,1.277,2.58,0.273,AMO,247.57,6.25,7.3,2460200.5
20085585,Y,21.64,0.3562,1.298,0.835,4.08,0.0211,APO,2.31,1.76,1.48,2460200.5
20085628,N,17.32,0.3315,1.593,1.065,13.03,0.143,AMO,66.74,2.12,2.01,2460200.5
20085640,Y,21.14,0.4858,1.58,0.813,4.51,0.000519,APO,299.58,2.35,1.99,2460200.5
20085709,N,15.94,0.3378,1.646,1.090,24.84,0.121,AMO,186.58,2.20,2.11,2460200.5
20085713,Y,15.78,0.6386,1.924,0.695,10.78,0.00468,APO,40.96,3.15,2.67,2460200.5
20085770,N,20.71,0.3451,0.9978,0.653,33.18,0.0838,ATE,18.33,1.34,0.997,2460200.5
20085774,Y,19.17,0.3289,1.403,0.942,13.59,0.0354,APO,64.62,1.86,1.66,2460200.5
20085804,N,15.39,0.3542,1.721,1.112,27.66,0.372,AMO,285.68,2.33,2.26,2460200.5
20085818,N,15.46,0.4164,1.657,0.967,62.72,0.108,APO,235.64,2.35,2.13,2460200.5
20085839,N,16.64,0.2482,1.654,1.243,9.32,0.239,AMO,28.52,2.06,2.13,2460200.5
20085867,N,18.30,0.3020,1.83,1.277,0.95,0.279,AMO,254.12,2.38,2.48,2460200.5
20085938,Y,18.72,0.4844,1.853,0.955,9.14,0.025,APO,19.88,2.75,2.52,2460200.5
20085953,N,18.15,0.7031,0.7388,0.219,12.61,0.0706,ATE,180.45,1.26,0.635,2460200.5
20085989,Y,17.12,0.6328,0.8831,0.324,17.06,0.0479,ATE,130.16,1.44,0.83,2460200.5
20085990,Y,20.27,0.3112,1.008,0.695,5.36,0.0312,APO,124.31,1.32,1.01,2460200.5
20086039,Y,15.97,0.5788,1.76,0.741,7.13,0.0251,APO,311.65,2.78,2.33,2460200.5
20086067,N,16.46,0.3235,1.817,1.229,30.55,0.363,AMO,136.04,2.40,2.45,2460200.5
20086324,N,15.83,0.4345,1.967,1.112,34.60,0.342,AMO,293.65,2.82,2.76,2460200.5
20086326,N,17.42,0.3627,1.845,1.176,34.31,0.279,AMO,78.44,2.51,2.51,2460200.5
20086450,N,18.46,0.4148,0.9681,0.566,18.11,0.125,ATE,124.85,1.37,0.953,2460200.5
20086666,N,16.92,0.4269,1.463,0.839,29.01,0.0815,APO,186.91,2.09,1.77,2460200.5
20086667,N,17.54,0.5947,0.8594,0.348,14.29,0.133,ATE,208.31,1.37,0.797,2460200.5
20086819,Y,17.47,0.5058,1.996,0.986,10.06,0.0168,APO,164.88,3.01,2.82,2460200.5
20086829,N,15.83,0.5749,1.463,0.622,14.37,0.203,APO,78.46,2.30,1.77,2460200.5
20086878,N,17.68,0.6185,1.342,0.512,9.47,0.103,APO,230.99,2.17,1.55,2460200.5
20087024,N,18.73,0.1898,1.197,0.970,14.43,0.096,APO,230.51,1.42,1.31,2460200.5
20087025,N,18.14,0.4835,1.226,0.634,25.32,0.352,APO,120.49,1.82,1.36,2460200.5
20087309,N,17.61,0.4631,0.8475,0.455,34.74,0.202,ATE,294.27,1.24,0.78,2460200.5
20087311,N,16.52,0.5121,1.59,0.776,7.70,0.109,APO,191.42,2.40,2.01,2460200.5
20087684,Y,16.05,0.6429,0.8586,0.307,19.22,0.0465,ATE,162.02,1.41,0.796,2460200.5
20088188,N,16.11,0.3910,2.008,1.223,11.34,0.233,AMO,340.13,2.79,2.85,2460200.5
20088213,N,19.48,0.5952,0.9539,0.386,17.81,0.172,ATE,114.26,1.52,0.932,2460200.5
20088254,Y,17.77,0.6296,1.182,0.438,1.52,0.0101,APO,272.12,1.93,1.29,2460200.5
20088263,N,15.69,0.4324,2.096,1.190,38.79,0.374,AMO,232.82,3.00,3.04,2460200.5
20088264,N,17.07,0.4519,2.148,1.177,12.07,0.173,AMO,104.94,3.12,3.15,2460200.5
20088710,N,17.69,0.2701,1.062,0.775,21.90,0.199,APO,202.83,1.35,1.09,2460200.5
20088959,N,17.45,0.5638,1.723,0.752,53.84,0.0525,APO,38.96,2.69,2.26,2460200.5
20089136,Y,20.28,0.2528,1.356,1.013,1.91,0.0283,APO,175.91,1.70,1.58,2460200.5
20089355,N,15.80,0.3085,1.787,1.236,22.66,0.443,AMO,103.04,2.34,2.39,2460200.5
20089830,Y,15.00,0.5072,2.078,1.024,43.66,0.0278,AMO,19.90,3.13,2.99,2460200.5
20089958,Y,17.22,0.8865,1.642,0.186,9.91,0.000261,APO,188.17,3.10,2.1,2460200.5
20089959,Y,16.58,0.5284,1.735,0.818,42.35,0.00142,APO,132.02,2.65,2.29,2460200.5
20090075,Y,15.38,0.5758,2.134,0.905,8.91,0.0307,APO,226.74,3.36,3.12,2460200.5
20090147,N,18.31,0.3316,1.474,0.985,27.99,0.187,APO,282.69,1.96,1.79,2460200.5
20090367,N,17.96,0.4264,1.156,0.663,16.88,0.152,APO,86.82,1.65,1.24,2460200.5
20090373,N,18.81,0.2045,1.627,1.294,9.87,0.317,AMO,189.41,1.96,2.08,2460200.5
20090403,Y,17.79,0.2801,1.234,0.889,19.01,0.0368,APO,286.24,1.58,1.37,2460200.5
20090416,Y,18.87,0.4923,1.695,0.860,7.83,0.00106,APO,326.77,2.53,2.21,2460200.5
20096189,N,16.50,0.3075,1.82,1.261,13.99,0.331,AMO,287.23,2.38,2.46,2460200.5
20096315,N,17.06,0.6432,1.443,0.515,6.65,0.111,APO,293.05,2.37,1.73,2460200.5
20096536,N,15.45,0.7781,2.302,0.511,41.40,0.455,APO,199.55,4.09,3.49,2460200.5
20096590,N,16.32,0.3511,0.9079,0.589,13.60,0.114,ATE,75.69,1.23,0.865,2460200.5
20096631,N,18.18,0.2592,1.699,1.259,1.77,0.248,AMO,19.68,2.14,2.21,2460200.5
20096744,N,14.76,0.7799,2.093,0.461,34.93,0.364,APO,196.12,3.73,3.03,2460200.5
20097725,N,18.74,0.3088,1.799,1.243,18.19,0.282,AMO,311.74,2.35,2.41,2460200.5
20098943,N,18.80,0.2192,1.032,0.806,4.81,0.0831,APO,75.46,1.26,1.05,2460200.5
20099248,Y,16.56,0.5075,1.867,0.919,10.61,0.0472,APO,284.12,2.81,2.55,2460200.5
20099799,N,18.54,0.2757,1.462,1.059,7.56,0.121,AMO,122.35,1.87,1.77,2460200.5
20099907,N,17.93,0.5948,0.7284,0.295,28.80,0.154,ATE,225.59,1.16,0.622,2460200.5
20099935,N,16.16,0.6449,1.654,0.587,12.77,0.168,APO,16.34,2.72,2.13,2460200.5
20099942,Y,19.09,0.1914,0.9227,0.746,3.34,0.000257,ATE,203.96,1.10,0.886,2460200.5
20100004,N,16.49,0.7024,2.591,0.771,15.70,0.174,APO,76.29,4.41,4.17,2460200.5
20100085,Y,17.89,0.6193,2.65,1.009,2.64,0.0243,APO,305.19,4.29,4.31,2460200.5
20100756,N,16.33,0.5544,2.265,1.009,11.57,0.0928,APO,176.51,3.52,3.41,2460200.5
20100926,N,16.66,0.4076,1.783,1.056,24.25,0.129,AMO,221.09,2.51,2.38,2460200.5
20101869,Y,19.47,0.6109,1.624,0.632,4.77,0.00153,APO,110.93,2.62,2.07,2460200.5
20101873,N,16.45,0.3933,2.029,1.231,45.79,0.437,AMO,128.79,2.83,2.89,2460200.5
20101955,Y,20.21,0.2037,1.126,0.897,6.03,0.00322,APO,2.06,1.36,1.2,2455562.5
20102873,N,17.63,0.4666,2.133,1.138,7.46,0.145,AMO,72.59,3.13,3.11,2460200.5
20103067,Y,16.83,0.5814,1.844,0.772,38.54,0.0415,APO,116.60,2.92,2.5,2460200.5
20105140,N,15.74,0.8169,0.9143,0.167,32.54,0.356,ATE,237.29,1.66,0.874,2460200.5
20105141,N,19.11,0.1891,1.421,1.152,14.82,0.212,AMO,123.71,1.69,1.69,2460200.5
20106538,N,16.28,0.7655,2.42,0.567,10.33,0.126,APO,163.38,4.27,3.76,2460200.5
20106589,N,16.02,0.6175,2.146,0.821,14.37,0.14,APO,163.36,3.47,3.14,2460200.5
20108519,N,17.95,0.2710,1.604,1.169,16.39,0.16,AMO,267.26,2.04,2.03,2460200.5
20108906,N,17.93,0.3605,1.235,0.790,20.93,0.194,APO,172.06,1.68,1.37,2460200.5
20111253,Y,15.28,0.4394,1.754,0.983,42.02,0.0297,APO,310.16,2.52,2.32,2460200.5
20112221,N,15.52,0.4447,2.27,1.260,58.74,0.25,AMO,230.09,3.28,3.42,2460200.5
20112985,N,15.80,0.4926,2.22,1.126,46.99,0.413,AMO,211.96,3.31,3.31,2460200.5
20115052,N,17.46,0.3183,1.669,1.137,31.32,0.394,AMO,190.51,2.20,2.16,2460200.5
20136564,N,19.27,0.3946,1.866,1.129,2.99,0.136,AMO,224.45,2.60,2.55,2460200.5
20136582,N,19.88,0.0680,1.342,1.251,10.50,0.275,AMO,140.17,1.43,1.55,2460200.5
20136617,Y,17.97,0.4168,1.638,0.955,4.68,0.0161,APO,268.52,2.32,2.1,2460200.5
20136618,Y,16.87,0.3950,1.573,0.952,1.44,0.0125,APO,99.34,2.19,1.97,2460200.5
20136635,N,19.16,0.1752,1.573,1.298,7.64,0.313,AMO,231.69,1.85,1.97,2460200.5
20136745,N,18.09,0.4840,2.366,1.221,17.78,0.3,AMO,247.90,3.51,3.64,2460200.5
20136770,N,20.56,0.4516,1.839,1.008,25.10,0.089,APO,326.22,2.67,2.49,2460200.5
20136773,N,18.62,0.1801,1.585,1.299,22.10,0.38,AMO,196.29,1.87,1.99,2460200.5
20136793,N,18.40,0.4653,1.147,0.613,17.37,0.186,APO,296.25,1.68,1.23,2460200.5
20136795,Y,18.12,0.4786,1.747,0.911,10.99,0.0364,APO,50.14,2.58,2.31,2460200.5
20136818,N,18.98,0.3463,0.9375,0.613,12.78,0.113,ATE,259.92,1.26,0.908,2460200.5
20136839,N,18.83,0.3058,1.485,1.031,8.16,0.13,AMO,71.90,1.94,1.81,2460200.5
20136849,Y,17.72,0.5788,1.491,0.628,7.79,0.0192,APO,110.70,2.35,1.82,2460200.5
20136874,N,15.79,0.8843,2.202,0.255,21.16,0.236,APO,197.54,4.15,3.27,2460200.5
20136897,N,18.57,0.1247,1.363,1.193,38.88,0.264,AMO,211.86,1.53,1.59,2460200.5
20136900,N,17.39,0.6365,1.748,0.635,10.98,0.0839,APO,205.96,2.86,2.31,2460200.5
20136923,N,16.31,0.4412,2.135,1.193,6.63,0.22,AMO,51.08,3.08,3.12,2460200.5
20136993,N,17.85,0.5956,2.308,0.933,24.49,0.0543,APO,18.21,3.68,3.51,2460200.5
20137032,N,16.66,0.7634,1.596,0.378,25.49,0.0588,APO,358.41,2.81,2.02,2460200.5
20137044,N,16.81,0.4287,2.269,1.296,4.38,0.308,AMO,335.01,3.24,3.42,2460200.5
20137052,N,17.06,0.8095,1.248,0.238,14.91,0.0684,APO,64.28,2.26,1.39,2460200.5
20137062,N,16.77,0.3155,1.225,0.838,22.52,0.17,APO,45.62,1.61,1.36,2460200.5
20137064,N,18.84,0.1950,1.374,1.106,19.50,0.244,AMO,36.11,1.64,1.61,2460200.5
20137078,N,16.43,0.6382,1.938,0.701,23.16,0.3,APO,324.44,3.17,2.7,2460200.5
20137084,N,16.49,0.4965,1.212,0.610,26.55,0.406,APO,272.99,1.81,1.33,2460200.5
20137099,N,18.29,0.4626,1.1,0.591,28.79,0.388,APO,94.27,1.61,1.15,2460200.5
20137108,Y,18.05,0.5622,1.459,0.638,39.93,0.000153,APO,314.35,2.28,1.76,2460200.5
20137120,Y,18.30,0.5501,1.9,0.855,8.99,0.0247,APO,339.59,2.94,2.62,2460200.5
20137125,N,18.80,0.1319,1.427,1.239,34.23,0.379,AMO,321.92,1.61,1.7,2460200.5
20137126,Y,18.13,0.6002,1.774,0.709,5.55,0.0189,APO,157.04,2.84,2.36,2460200.5
20137158,N,17.92,0.6070,1.18,0.464,12.90,0.198,APO,37.09,1.90,1.28,2460200.5
20137170,N,14.67,0.4625,0.8192,0.440,25.66,0.175,ATE,155.86,1.20,0.741,2460200.5
20137175,N,18.34,0.3413,1.262,0.831,16.43,0.108,APO,116.22,1.69,1.42,2460200.5
20137199,N,16.98,0.2928,1.457,1.031,16.57,0.19,AMO,104.89,1.88,1.76,2460200.5
20137427,Y,15.30,0.6115,2.44,0.948,39.48,0.0284,APO,347.92,3.93,3.81,2460200.5
20137671,N,18.70,0.1842,1.435,1.170,21.10,0.193,AMO,263.44,1.70,1.72,2460200.5
20137799,N,18.80,0.0747,1.321,1.222,6.79,0.215,AMO,30.96,1.42,1.52,2460200.5
20137802,N,17.04,0.3521,1.776,1.151,31.59,0.436,AMO,116.41,2.40,2.37,2460200.5
20137805,N,16.73,0.5582,0.8294,0.366,16.75,0.115,ATE,349.54,1.29,0.755,2460200.5
20137911,N,17.73,0.4939,2.305,1.167,3.76,0.167,AMO,29.37,3.44,3.5,2460200.5
20137924,N,17.50,0.8949,0.8764,0.092,25.74,0.0907,ATE,333.70,1.66,0.821,2460200.5
20137925,N,16.07,0.7637,1.292,0.305,31.11,0.39,APO,131.23,2.28,1.47,2460200.5
20138013,N,14.75,0.6348,1.598,0.584,15.98,0.108,APO,183.35,2.61,2.02,2460200.5
20138095,Y,15.98,0.4146,1.776,1.040,60.69,0.0485,AMO,43.46,2.51,2.37,2460200.5
20138127,Y,17.11,0.5331,0.6618,0.309,26.46,0.0244,ATE,155.75,1.01,0.538,2460200.5
20138155,N,17.23,0.3195,1.808,1.231,25.45,0.429,AMO,177.71,2.39,2.43,2460200.5
20138175,Y,20.49,0.2931,1.004,0.710,5.24,0.00911,APO,25.52,1.30,1.01,2460200.5
20138205,N,15.14,0.6124,2.584,1.001,11.19,0.0932,APO,3.82,4.17,4.15,2460200.5
20138258,N,18.98,0.4768,0.7578,0.396,32.14,0.0704,ATE,358.12,1.12,0.66,2460200.5
20138325,N,16.68,0.8051,2.162,0.421,25.75,0.372,APO,173.32,3.90,3.18,2460200.5
20138359,N,17.98,0.3613,1.142,0.729,20.24,0.262,APO,43.98,1.55,1.22,2460200.5
20138404,Y,19.40,0.3185,1.139,0.776,2.16,0.0276,APO,309.36,1.50,1.22,2460200.5
20138524,Y,16.88,0.5679,2.358,1.019,6.25,0.0278,AMO,226.58,3.70,3.62,2460200.5
20138727,Y,19.34,0.6049,2.105,0.832,11.92,0.0347,APO,327.90,3.38,3.05,2460200.5
20138815,N,18.00,0.3817,2.089,1.292,8.25,0.301,AMO,20.31,2.89,3.02,2460200.5
20138846,N,16.11,0.5645,2.183,0.951,18.69,0.178,APO,270.32,3.42,3.23,2460200.5
20138847,N,17.08,0.2878,1.619,1.153,22.18,0.156,AMO,207.09,2.08,2.06,2460200.5
20138852,N,20.32,0.2980,1.001,0.703,21.51,0.125,APO,60.86,1.30,1,2460200.5
20138859,N,18.98,0.5320,1.573,0.736,13.16,0.142,APO,55.87,2.41,1.97,2460200.5
20138877,N,16.78,0.5429,2.14,0.978,25.32,0.101,APO,43.80,3.30,3.13,2460200.5
20138883,N,16.86,0.3440,1.536,1.008,21.89,0.139,APO,182.75,2.06,1.9,2460200.5
20138893,N,18.16,0.7437,1.173,0.301,18.35,0.164,APO,265.25,2.05,1.27,2460200.5
20138911,N,19.44,0.0817,1.35,1.239,1.66,0.232,AMO,171.44,1.46,1.57,2460200.5
20138925,N,15.96,0.3764,1.897,1.183,72.15,0.212,AMO,129.30,2.61,2.61,2460200.5
20138937,N,17.84,0.6779,2.073,0.668,31.81,0.0611,APO,98.84,3.48,2.98,2460200.5
20138947,N,18.82,0.2537,1.119,0.835,12.85,0.182,APO,270.87,1.40,1.18,2460200.5
20138971,Y,18.53,0.3333,1.034,0.689,7.92,0.0244,APO,353.68,1.38,1.05,2460200.5
20139047,N,17.48,0.3858,1.862,1.144,46.99,0.162,AMO,149.53,2.58,2.54,2460200.5
20139056,N,19.18,0.3278,1.886,1.268,4.73,0.272,AMO,111.15,2.50,2.59,2460200.5
20139211,Y,17.74,0.4517,1.86,1.020,26.05,0.0245,AMO,173.53,2.70,2.54,2460200.5
20139289,N,17.75,0.8413,1.26,0.200,23.26,0.178,APO,102.72,2.32,1.41,2460200.5
20139345,N,16.75,0.7017,1.805,0.538,22.28,0.263,APO,108.34,3.07,2.43,2460200.5
20139359,Y,16.53,0.8702,2.633,0.342,5.96,0.013,APO,84.59,4.92,4.27,2460200.5
20139622,Y,18.50,0.3112,1.423,0.980,9.32,0.0105,APO,83.25,1.87,1.7,2460200.5
20140039,Y,18.11,0.5688,1.82,0.785,4.86,0.0464,APO,197.19,2.85,2.46,2460200.5
20140158,Y,18.50,0.4610,1.347,0.726,2.52,0.0262,APO,126.80,1.97,1.56,2460200.5
20140288,Y,16.74,0.5080,1.784,0.878,53.20,0.0187,APO,357.08,2.69,2.38,2460200.5
20140333,N,19.24,0.4816,0.9619,0.499,19.03,0.185,ATE,12.82,1.43,0.943,2460200.5
20140928,N,18.29,0.2970,1.519,1.068,20.66,0.246,AMO,245.43,1.97,1.87,2460200.5
20141018,N,19.04,0.2413,1.399,1.061,2.87,0.077,AMO,91.60,1.74,1.65,2460200.5
20141052,N,17.49,0.5501,1.246,0.560,17.66,0.102,APO,291.49,1.93,1.39,2460200.5
20141053,Y,18.86,0.5795,1.528,0.643,2.73,0.0413,APO,316.23,2.41,1.89,2460200.5
20141056,N,17.33,0.4439,1.817,1.011,28.88,0.147,APO,259.10,2.62,2.45,2460200.5
20141078,N,18.74,0.4510,1.863,1.023,11.47,0.189,AMO,234.60,2.70,2.54,2460200.5
20141079,N,17.76,0.8282,1.164,0.200,28.54,0.303,APO,251.45,2.13,1.26,2460200.5
20141354,N,17.38,0.4503,1.99,1.094,10.93,0.0895,AMO,203.92,2.89,2.81,2460200.5
20141424,N,20.65,0.1768,0.9799,0.807,6.88,0.0725,ATE,8.67,1.15,0.97,2460200.5
20141432,Y,20.06,0.4276,0.9762,0.559,2.47,0.0197,ATE,81.34,1.39,0.965,2460200.5
20141447,N,17.13,0.5023,2.389,1.189,31.95,0.201,AMO,151.01,3.59,3.69,2460200.5
20141484,N,16.31,0.3695,0.858,0.541,16.60,0.154,ATE,234.23,1.17,0.795,2460200.5
20141495,Y,18.47,0.8022,1.114,0.220,2.35,0.000996,APO,51.88,2.01,1.18,2460200.5
20141498,N,18.49,0.5665,0.9216,0.400,30.14,0.176,ATE,262.90,1.44,0.885,2460200.5
20141525,Y,18.07,0.7246,1.087,0.299,34.04,0.0359,APO,38.84,1.87,1.13,2460200.5
20141526,N,20.20,0.3224,1.014,0.687,30.10,0.316,APO,174.67,1.34,1.02,2460200.5
20141527,Y,18.94,0.6268,1.513,0.565,9.20,0.0411,APO,187.49,2.46,1.86,2460200.5
20141531,N,19.15,0.5290,0.9921,0.467,22.55,0.28,ATE,40.81,1.52,0.988,2460200.5
20141593,Y,18.32,0.5289,2.001,0.943,2.35,0.024,APO,306.99,3.06,2.83,2460200.5
20141614,Y,19.52,0.5363,1.624,0.753,7.19,0.0398,APO,200.62,2.49,2.07,2460200.5
20141670,N,16.86,0.4847,2.386,1.230,13.32,0.222,AMO,144.21,3.54,3.69,2460200.5
20141761,N,17.47,0.5083,2.578,1.267,18.90,0.269,AMO,151.53,3.89,4.14,2460200.5
20141765,N,16.30,0.4692,2,1.061,33.07,0.392,AMO,100.32,2.94,2.83,2460200.5
